pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM03297072,39530002;39540004;40240002;40250004,3297072,Brookland Manor,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1279 - 1295 BRENTWOOD RD NE; 1335 - 1345 SARATOGA AV NE; 1425 - 1429 MONTANA AV NE; 2525 - 2531 14TH ST NE,BRENTWOOD ASSOCIATES,5,2413 14th Street NE,washington,DC,20018,1947,Multifamily Housing,Multifamily Housing,249326,535000,28,90.3,92.2,153.2,152.4,3772.6,7.1,42856.2,4374482,334105.8909,,,Whole Building,Whole Building,38.922313,-76.984647
PM03513277,2662_0204,3513277,Faircliff Plaza West,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1424 - 1432 CLIFTON ST NW,FPW LP,1,1424 Clifton St,Washington,DC,20009,1979,Multifamily Housing,Multifamily Housing,122869,86232,48,47.1,47.1,147.7,147.7,543.1,6.3,9293.8,1189132,,,,Whole Building,Whole Building,38.92244513,-77.03336578
DC25720816,2572_0816,N/A,,,,12/31/2015,Exempt from this year's disclosure,2425 17TH ST NW,KALORAMA WEST LLC,,,Washington,DC,,2014,,Not Provided,,,,,,,,,,,,,,,,,38.9224639,-77.0389039
PM04014013,1300_1062,4014013,Sheffield Condominiums - Whole Bldg,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2320 WISCONSIN AVE NW,THE SHEFFIELD CONDOMINIUM,3,2320 Wisconsin Avenue NW,Washington,DC,20007,1980,Multifamily Housing,Multifamily Housing,55159,55159,16,75.4,76.9,175.8,177.4,427,7.7,2215.4,747537,16099.73936,,,Whole Building,Whole Building,38.9225447,-77.0729221
PM04013967,1935_1708,4013967,Georgetown Heights,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2501 WISCONSIN AVE NW,GEORGETOWN HEIGHTS CONDO,3,2501 Wisconsin Avenue NW,Washington,DC,20007,2008,Multifamily Housing,Multifamily Housing,85332,85332,40,49.3,50.1,133.5,134.4,493.1,5.8,2232,978588,8678.020238,,,Whole Building,Whole Building,38.9225939,-77.072911
PM03992388,2548_0819,3992388,Melwood,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1803 BILTMORE ST NW,COLUMBIA REALTY VENTURE LLC,1,1803 Biltmore St NW,Washington,DC,20009,1927,Multifamily Housing,Multifamily Housing,81056,72968,73,77.3,78.6,122.5,122.2,416.1,5.7,2031.4,422263.6,42026.74146,,,Whole Building,Whole Building,38.9226112,-77.04313234
PM03426697,2138_0812,3426697,Omni Shoreham Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2500 CALVERT ST NW,OMNI SHOREHAM CORPORATION,3,2500 Calvert St NW,Washington,DC,20008,1930,Hotel,Hotel,791548,953000,39,95.2,94.6,215.7,211.8,9100.6,9.5,55117.2,15465600,371455.0098,858166.8,,Whole Building,Whole Building,38.92263332,-77.0536667
PM03993109,2865_0167,3993109,Highview,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2505 13TH ST NW,COLUMBIA REALTY VENTURE LLC,1,2505 13th St NW,Washington,DC,20009,1926,Multifamily Housing,Multifamily Housing,63431,62455,67,82.2,84.4,123.8,124.5,363.1,5.8,2000.9,328260.9,40141.94681,,,Whole Building,Whole Building,38.92269334,-77.02923972
PM03510509,2138_0811,3510509,Shoreham West Coop,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2502 CALVERT ST NW,SHOREHAM WEST COOPERATIVE APARTMENTS INC,3,2502 Calvert St NW,Washington,DC,20008,1964,Multifamily Housing,Multifamily Housing,223693,223693,56,54.2,55.5,103,104.4,1042.8,4.7,4551.7,1445827,71993.47621,,,Whole Building,Whole Building,38.922821,-77.055496
PM04007727,2663_0845,4007727,2445 15TH ST. N.W.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2445 15TH ST NW,THE DUNKIN-MAXWELL COMPANY,1,2445 15th Street N.W.,Washington,DC,20009,1970,Multifamily Housing,Multifamily Housing,63023,63023,28,76.1,76.5,148,145.5,420.6,6.7,2046.3,601395.4,27469.04334,,,Whole Building,Whole Building,38.92285743,-77.03495498
PM03998588,2563_0865,3998588,THE CORTLAND APARTMENTS,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1756 - 1760 EUCLID ST NW,ALONZO O BLISS PROPERTIES,1,1756 Euclid Street N.W.,Washington,DC,20009,1922,Multifamily Housing,Multifamily Housing,60641,66417,,69.9,71.7,127.7,129.6,385.9,5.8,1276.2,505260.8,29199.86965,,,Whole Building,Whole Building,38.922898,-77.04094224
PM04838948,1300_0532,4838948,Carillon House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2500 WISCONSIN AVE NW,CARILLON HOUSE LP,3,2500 Wisconsin Ave NW,Washington,DC,20007,1954,Multifamily Housing,Multifamily Housing,327920,330646,36,71.2,72.4,130.6,130.3,1963.7,5.9,13133.6,2586273,147308.8697,,,Whole Building,Whole Building,38.92293072,-77.0740469
PM03512849,4350_0006,3512849,T04 - Bladensburg Division HOMT (2250),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2250 26TH ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,2250 26th Street NE,Washington,DC,20018,1962,Other,Other,258459,173250,,169.1,174.6,383.3,389.7,2933.4,16.9,586.4,4997919,122485.1491,,,Whole Building,Whole Building,38.92293178,-76.97002314
PM03510438,4350_0006,3510438,T05 - Bladensburg Division Garage (2251),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2250 26TH ST NE,WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY (WMATA),5,2251 26th Street NE,Washington,DC,20018,1962,Other,Other,258459,75000,,338.7,358.4,477.6,496,1702.8,22.7,6040.9,1282626,210298.4199,,,Whole Building,,38.92293178,-76.97002314
PM04060094,3060_0839,4060094,Sub Station Buildings,4060094,Sub Station Buildings,12/31/2015,In Compliance,2400 6TH ST NW,HOWARD UNIVERSITY,1,100 6th and Trumbul St. NW.,Washington,DC,20059,1867,College/University,College/University,119550,3195489,,63,61.7,197.8,193.9,26950.2,8.4,,59004430,,,,Whole Building,,38.922946,-77.020128
PM03993135,2865_0168,3993135,Castle Manor,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2515 13TH ST NW,COLUMBIA REALTY VENTURE LLC,1,2515 13th St NW,Washington,DC,20009,1926,Multifamily Housing,Multifamily Housing,64319,63000,86,68.4,69.8,103.8,103.9,306.6,4.9,639,282406.2,33443.04875,,,Whole Building,Whole Building,38.92296088,-77.02923937
PM03542092,2572_0815,3542092,Dorchester House Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2480 16TH ST NW,DORCHESTER HOUSE ASSOCIATES LLC,1,2480 16th Street,Washington DC,DC,20009,1941,Multifamily Housing,Multifamily Housing,439502,439502,90,43.8,43.7,85.1,83.5,1685.7,3.8,13946.6,2409212,110186.1643,,,Whole Building,Whole Building,38.92303223,-77.03739409
PM04008538,1708_2440,4008538,4114 Davis Place A Condominium Residence,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,4114 DAVIS PL NW,CondoMain 2440,3,4114 Davis Place NW,Washington,DC,20007,1955,Multifamily Housing,Multifamily Housing,54937,54937,,67.9,67.9,177.4,177.4,423.4,7.7,1911.9,817967.8,9372.57624,,,Whole Building,Whole Building,38.923088,-77.081655
PM03298382,3630_0808,3298382,Edgewood IV,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0611 EDGEWOOD ST NE,EDGEWOOD IV LP,5,611 Edgewood Street NE,washington,DC,20017,1973,Multifamily Housing,Multifamily Housing,383900,383900,72,47.4,48.5,90.1,91.3,1565,4.1,15348.8,2172420,107826.1022,,,Whole Building,,38.92312217,-76.99787914
PM04475485,1935_0045,4475485,Savoy Suites Hotel,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2507 - 2515 WISCONSIN AV NW,CS BOND ST S PROPERTIES LLC,3,2505 Wisconsin Avenue N.W.,Washington,DC,20007,1973,Hotel,Hotel,138253,119561,71,69.6,70.7,170.3,172.4,890.9,7.5,5168.4,1628939,27657.5848,,,Whole Building,Whole Building,38.92335537,-77.07275699
DC25760063,2576_0063,N/A,,,,12/31/2015,No report received,1631 EUCLID ST NW,JUBILEE HOUSING LIMITED PARTNERSHIP,1,,Washington,DC,,1927,,Not Provided,59772,,,,,,,,,,,,,,,,38.923459,-77.038043
PM04537517,2866_0836,4537517,The Olympia,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1368 EUCLID ST NW,1368 EUCLID STREET LP,1,1368 Euclid Street NW,District of Columbia,DC,20009,1898,Multifamily Housing,Multifamily Housing,64819,64819,41,42.2,41.9,132.5,131.7,366.1,5.6,2760.2,801577.6,,,,Whole Building,Whole Building,38.92357839,-77.03170711
PM03770872,2132_1086,3770872,Shoreham North Condo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2501 CALVERT ST NW,SHOREHAM NORTH CONDOMINIUM,3,2501 Calvert St NW,Washington,DC,20008,1972,Multifamily Housing,Multifamily Housing,103032,144922,99,36.7,37.6,69.7,70.6,456.9,3.2,3813.6,634186,31483.32142,,,Whole Building,Whole Building,38.9235819,-77.0544833
PM03513025,2574_0831,3513025,Meridian Hill Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2601 16TH ST NW,HOWARD UNIVERSITY,1,2601 16th St. NW,Washington DC,DC,20009,1941,Residence Hall/Dormitory,Residence Hall/Dormitory,183744,182516,100,10.1,10.1,31.3,31.3,243.6,1.3,3244.3,529500,326.200002,,,Whole Building,Whole Building,38.92362583,-77.03588045
PM03989905,2666_0832,3989905,1475 EUCLID ST. N.W.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1475 EUCLID ST NW,1475 EUCLID STREET NW ASSOCIATES,1,1475 Euclid Street N.W.,Washington,DC,20009,1950,Multifamily Housing,Multifamily Housing,64536,64536,,62.5,64.1,102.9,104.5,307.2,4.8,2726.6,336928.5,28864.80566,,,Whole Building,Whole Building,38.9236479,-77.03497752
PM04975646,3636_0810,4975646,705 Edgewood Associates LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,705 EDGEWOOD ST NE,705 EDGEWOOD ASSOCIATES LLC,5,705 Edgewood Street NE,Washington DC,DC,20017,1948,K-12 School,K-12 School,63476,72208,66,52.3,53,124.9,124.2,396,5.5,525.3,709041.6,13579.14676,,,Whole Building,Whole Building,38.92365225,-76.99585571
PM04694870,3060_0830,4694870,Miner Building,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2545 GEORGIA AV NW,HOWARD UNIVERSITY,1,2565 Georgia Avenue NW,Washington DC,DC,20059,1897,College/University,College/University,68395,82737,,13.1,13.5,41,42.5,144.7,1.7,917.1,316800,,,,Whole Building,Whole Building,38.92377605,-77.02179161
PM03332403,2205_0839,3332403,Calvert Woodley,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2601 WOODLEY PL NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2601 Woodley Pl. NW,Washington,DC,20008,1954,Multifamily Housing,Multifamily Housing,206688,206688,80,58.5,,96.5,,928.2,4.5,7685.2,1018293,83267.4111,280443.5,,Whole Building,Whole Building,38.92380891,-77.05022676
PM04156465,1807_0043,4156465,DC509_eaves Tunlaw Gardens,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3901 - 3905 DAVIS PL NW,AVB TUNLAW GARDENS LLC,3,3903 Davis Place Northwest,Washington,DC,20007,1944,Multifamily Housing,Multifamily Housing,135450,135450,39,84.5,88.3,130,132.3,823.9,6.1,5098.4,782716.9,87813.14893,,,Whole Building,Whole Building,38.9238135,-77.0778365
PM04370543,1301_2407,4370543,Georgetown North Condo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2600 TUNLAW RD NW,GEORGETOWN NORTH CONDO,3,2600 Tunlaw Road N.W.,Washington,DC,20007,1950,Multifamily Housing,Multifamily Housing,70000,70000,25,60.8,58.8,171.4,164.8,517,7.4,11311.5,1056060,6520.908893,,,Whole Building,Whole Building,38.9238312,-77.0756976
PM03506587,2132_0026,3506587,The Calvert House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2401 CALVERT ST NW,CALVERT HOUSE ASSOCIATES LLC,3,2401 Calvert Ave.,Washington,DC,20008,1964,Multifamily Housing,Multifamily Housing,240528,240528,60,71.6,,124.9,,1401.8,5.8,6663.3,1684637,103590.8405,1106070,,Whole Building,Whole Building,38.92396194,-77.05311692
DCPAR01430045,PAR01430045,N/A,,,,12/31/2015,Exempt from this year's disclosure,1311 - 1327 RHODE ISLAND AV NE,BRENTWOOD VILLAGE LLC,5,,Washington,DC,20018,1960,,Not Provided,84334,,,,,,,,,,,,,,,,38.9240942,-76.9868635
DC43253030,4325_3030,N/A,,,,12/31/2015,Exempt from this year's disclosure,2701 31ST PL NE,FORT LINCOLN II CONDO,,,Washington,DC,,1978,,Not Provided,,,,,,,,,,,,,,,,,38.9241789,-76.9612881
PM03997829,2565_0804,3997829,Beverly Court Co-op Inc,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1736 COLUMBIA RD NW,BEVERLY COURT COOPERATIVE,1,1736 Columbia Road N.W.,Washington,DC,20009,1943,Multifamily Housing,Multifamily Housing,74072,74072,58,58.6,59.6,97.9,97.4,334.5,4.5,1258.1,377632.8,30509.70398,,,Whole Building,Whole Building,38.92419363,-77.04000854
PM03298446,3630_0807,3298446,Edgewood I,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,0601 EDGEWOOD ST NE,EDGEWOOD TERRACE ONE LLC,5,601 Edgewood Street NE,washington,DC,20017,1970,Multifamily Housing,Multifamily Housing,345574,250000,62,60.8,61.3,150.8,151.2,1647,6.6,31678.5,3045320,48207.69842,,,Whole Building,Whole Building,38.9242661,-76.9978151
PM03333321,2132_0827,3333321,Cleveland House,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2727 29TH ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2727 29th St. NW,Washington,DC,20008,1953,Multifamily Housing,Multifamily Housing,315129,315129,89,49.3,,85.9,,1240.6,3.9,7082.6,1505286,104133.8877,,,Whole Building,Whole Building,38.92429928,-77.05718166
PM04364522,2665_0042,4364522,Fairmont Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1400 FAIRMONT ST NW,NEW FAIRMONT L.P.,1,1400 Fairmont Street NW,Washington,DC,20009,1912,Multifamily Housing,Multifamily Housing,84180,84000,67,38.7,37.7,121.5,118.3,372.7,4.4,55168.7,952530,,,,Whole Building,Whole Building,38.924304,-77.032737
PM04218475,2574_0033,4218475,Park Meridian,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2637 16TH ST NW,VAN METRE PARK MERIDIAN APARTMENTS LLC,1,2637 16th Street NW,Washington,DC,20009,1955,Multifamily Housing,Multifamily Housing,55555,55818,44,81.5,83.2,148.1,148,376.4,6.7,1862,488934.2,28825.19945,,,Whole Building,Whole Building,38.92434798,-77.03574406
PM04060698,3057_0092,4060698,Fine Arts,4060094,Sub Station Buildings,12/31/2015,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY,1,2440 6th St. NW/ 2455 6th Street NW,Washington,DC,20059,1960,College/University,College/University,1095275,101950,,0,0,0,0,0,0,19928.1,,8.99999935,,,Whole Building,Whole Building,38.9244561,-77.0209821
PM04060682,3057_0092,4060682,Blackburn Center (2A),4060094,Sub Station Buildings,12/31/2015,In Compliance,2440 6TH ST NW,HOWARD UNIVERSITY,1,2397 6th Street,Washington DC,DC,20059,1979,College/University,Other,1095275,145000,,13.5,13.5,14.2,14.2,104.1,0.7,18584.6,,19603.49746,,,Whole Building,Whole Building,38.9244561,-77.0209821
DC25750844,2575_0844,N/A,,,,12/31/2015,No report received,1620 FULLER ST NW,EMBASSY TOWER LLC,1,,Washington,DC,,1932,,Not Provided,72924,,,,,,,,,,,,,,,,38.9245023,-77.0375084
PM04005326,2861_0078,4005326,Faircliff Plaza East,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1350 - 1358 FAIRMONT ST NW,FPE LP,1,1350 Fairmont Street,Washington,DC,20009,1981,Multifamily Housing,Multifamily Housing,67799,58856,90,33.2,33.2,104.3,104.3,261.6,4.4,6691.3,572711,,,,Whole Building,Whole Building,38.92453267,-77.03148743
PM04360489,2574_0829,4360489,The Century,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2651 16TH ST NW,GWC DISTRICT RESIDENTIAL LLC,1,2651 16th Street NW,Washington,DC,20009,1937,Multifamily Housing,Multifamily Housing,77367,77367,80,72.3,75.9,105.3,109.1,385,5,2342.6,319165.5,45047.60284,,,Whole Building,Whole Building,38.92459139,-77.0360003
DC21220016,2122_0016,N/A,,,,12/31/2015,Exempt from this year's disclosure,3339 MASSACHUSETTS AV NW,PERMANENT OBSERV MISSION HOLY SEE TO OAS,,,Washington,DC,,1939,,Not Provided,,,,,,,,,,,,,,,,,38.9247227,-77.0656367
DC22040161,2204_0161,N/A,,,,12/31/2015,No report received,2633 - 2641 CONNECTICUT AV NW,GROSVENOR URBAN RETAIL LP,3,,Washington,DC,,1989,,Not Provided,60588,,,,,,,,,,,,,,,,38.9247413,-77.0518026
DC43263032,4326_3032,N/A,,,,12/31/2015,Exempt from this year's disclosure,3100 APPLE RD NE,FORT LINCOLN I CONDO,,,Washington,DC,,1978,,Not Provided,,,,,,,,,,,,,,,,,38.9247533,-76.9622415
PM04029073,1932_0001,4029073,Highview Towers,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2700 WISCONSIN AV NW,HIGHVIEW TOWERS INC,3,2700 Wisconsin Avenue NW,Washington,DC,20007,1960,Multifamily Housing,Multifamily Housing,55355,50000,83,88.3,90,116.1,117.1,279.6,5.6,4473.9,163477,38589.10305,,,Whole Building,Whole Building,38.9247807,-77.0736003
PM04387508,2667_0062,4387508,New Fairmont,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1401 FAIRMONT ST NW,NEW FAIRMONT L.P.,1,1401 Fairmont Street NW,Washington,DC,20009,1912,Multifamily Housing,Multifamily Housing,89530,84000,98,21.8,22,68.6,69,210.4,2.5,2257.1,537599,,,,Whole Building,Whole Building,38.9247917,-77.0328479
DC21320030,2132_0030,N/A,,,,12/31/2015,No report received,2745 29TH ST NW,DELANO LLC,3,,Washington,DC,,1942,,Not Provided,151582,,,,,,,,,,,,,,,,38.9249484,-77.0571543
PM03990143,1932_0813,3990143,Sherry Hall,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2702 WISCONSIN AVE NW,ALONZO O BLISS PROPERTIES,3,2702 Wisconsin Av NW,Washington,DC,20007,1943,Multifamily Housing,Multifamily Housing,50880,50880,25,109,109,180.1,175.4,423.7,8.3,1996,468630.7,39471.09041,,,Whole Building,Whole Building,38.92503326,-77.07362239
DC28600081,2860_0081,N/A,,,,12/31/2015,Exempt from this year's disclosure,1375 FAIRMONT ST NW,VAN METRE COLUMBIA UPTOWN APARTMENTS LLC,1,,Washington,DC,20009,1951,,Not Provided,88913,,,,,,,,,,,,,,,,38.925051,-77.0317867
PM04156467,1301_0956,4156467,DC511_eaves Glover Park,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,3850 TUNLAW RD NW,AVB GLOVER PARK LLC,3,3850 Tunlaw Road Northwest,Washington,DC,20007,1953,Multifamily Housing,Multifamily Housing,170582,122850,43,80.2,81,140.1,139.2,812.8,6.6,4637.2,968240.6,54917.18299,1062600,,Whole Building,Whole Building,38.92508231,-77.07704753
PM03500398,2581_0448,3500398,The Chatham,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1707 COLUMBIA RD NW,ALONZO O BLISS PROPERTIES,1,1707 Columbia Rd NW,Washington,DC,20009,1916,Multifamily Housing,Multifamily Housing,114441,114441,44,69.9,72.4,109.1,110.2,582.7,5.1,2940,573746.1,60361.90578,,,Whole Building,Whole Building,38.92508802,-77.03961684
PM04000666,2584_0827,4000666,1820 Clydesdale Cooperative,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,1820 CLYDESDALE PL NW,1820 CLYDESDALE COOPERATIVE INC,1,1820 Clydesdale Pl NW,Washington,DC,20009,1985,Multifamily Housing,Multifamily Housing,55350,55350,71,44.5,43.9,92.5,90.8,228.7,4.1,1534.1,355751,12467.29046,,,Whole Building,Whole Building,38.92512041,-77.04401398
PM04152006,2132_0852,4152006,The Woodley,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2015,In Compliance,2700 WOODLEY RD NW,WOODLEY DC RESIDENTIAL LLC,3,2700 Woodley Rd NW,Washington,DC,20008,2014,Multifamily Housing,Multifamily Housing,280000,397870,75,55.8,56.9,102.7,103.9,1857.8,4.7,7030.2,2465112,137785.7802,,,Whole Building,Whole Building,38.9251355,-77.05572962
