pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,Ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,water_score_mf_properties,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
PM03979275,2208_1088,3979275,Carlton Condo,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2829 CONNECTICUT AVE NW,CARLTON TOWERS CONDOMINIUM,1,2829 Connecticut Ave NW,Washington,DC,20008,1963,Multifamily Housing,Multifamily Housing,60518,75000,59,71.6,74.2,129.3,132.1,397.6,5.3,2478.2,75,569100,34309.19343,,,Whole Building,Whole Building,38.9277789,-77.0539709
PM05904440,2208_1089,5904440,Woodley Plaza Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2725 CONNECTICUT AVE NW,WOODLEY PLAZA CONDOMINIUM,1,2725 Connecticut Avenue NW,Washington,DC,20008,1989,Multifamily Housing,Multifamily Housing,66780,66780,73,35.7,35.7,112.1,112.1,264.4,4,2080,77,698490,,,,Whole Building,Whole Building,38.9263787,-77.0527254
PM03984805,2210_0001,3984805,2301 Cathedral Ave. NW,3984618,2901 Connecticut Ave NW,12/31/2017,Incomplete report ,2301 CATHEDRAL AVE NW,CATHCONN ASSOCIATES LP,3,2301 Cathedral Ave NW,Washington,DC,20008,1925,Multifamily Housing,Multifamily Housing,51541,51541,,25.9,26.4,57.4,58,114,2.2,1182.6,,218726,5868.92194,,,Whole Building,Whole Building,38.92802568,-77.05293566
PM04260407,2210_0006,4260407,The Parkwest,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2929 CONNECTICUT AVE NW,DARO REALTY INC,3,2929 Connecticut Ave NW,Washington,DC,20008,1937,Multifamily Housing,Multifamily Housing,83284,82350,36,99.7,109.6,140.1,149.2,516.9,6.3,3700.6,,408993.3,68166.04519,,,Whole Building,Whole Building,38.92898245,-77.05431754
PM04005338,2210_0007,4005338,2331 Cathedral Ave NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2331 CATHEDRAL AVE NW,CATHCONN ASSOCIATES LP,3,2331 Cathedral Ave. NW,Washington,DC,20008,1925,Multifamily Housing,Multifamily Housing,54786,54786,,24.3,24.6,58.1,58.4,120.1,2.2,980.9,,249913,4803.241623,,,Whole Building,Whole Building,38.92821539,-77.05334522
PM03984618,2210_0010,3984618,2901 Connecticut Ave NW,3984618,2901 Connecticut Ave NW,12/31/2017,Incomplete report ,2901 CONNECTICUT AVE NW,CATHCONN ASSOCIATES LP,3,2901 Connecticut Ave NW,Washington,DC,20008,1925,Multifamily Housing,Multifamily Housing,69329,69329,,27.9,28.1,68,68.2,176.9,2.6,1499.8,,375643,6544.29697,,,Whole Building,Whole Building,38.92867158,-77.05410384
PM04005427,2210_0011,4005427,2915 Connecticut Ave.,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2915 CONNECTICUT AVE NW,CATHCONN ASSOCIATES LP,3,2915 Connecticut Ave. NW,Washington,DC,20008,1925,Multifamily Housing,Multifamily Housing,60596,60596,,28,28.4,62.9,63.3,146.2,2.4,1457.7,,284611,7248.03004,,,Whole Building,Whole Building,38.92867158,-77.05410384
DC22140806,2214_0806,N/A,,,,12/31/2017,No Report Received,3133 CONNECTICUT AV,THE KLINGLE CORPORATION INC,3,3133 CONNECTICUT AV,Washington,DC,20008,1931,Other,Other - Undetermined Property Type,484056,,,,,,,,,,,,,,,,,38.9316585,-77.0556076
PM05777945,2214_0807,5777945,Kennedy-Warren Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3131 CONNECTICUT AV,THE KLINGLE CORPORATION INC,3,3131 Connecticut Ave NW,Washington,DC,20008,2004,Multifamily Housing,Multifamily Housing,337500,253234,36,48.4,49.6,120.4,121.7,1138.7,4.5,3767.5,87,2470997,38301.29587,,,Whole Building,Whole Building,38.9314817,-77.0558912
PM04000677,2218_1092,4000677,,,,12/31/2017,Exempt from this year's disclosure,2715 ORDWAY ST NW,ORDWAY GARDENS,3,2715 ORDWAY ST NW,Washington,DC,20008,1944,Other,Other - Undetermined Property Type,121242,,,,,,,,,,,,,,,,,38.9344619,-77.0557186
PM05912917,2225_0011,5912917,Adas Israel Hebrew Congregation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2850 QUEBEC ST NW,ADAS ISRAEL HEBREW CONGREGATION,3,2850 Quebec St. NW,Washington,DC,20008,1951,Worship Facility,Worship Facility,93950,106541,25,61.6,66.7,141.5,146.8,575.2,5.4,1879,,1147277,26533.82164,,,Whole Building,Whole Building,38.9369545,-77.0575097
PM03333296,2225_0842,3333296,2501 Porter,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2501 PORTER ST NW,SMITH PROPERTY HOLDINGS 4411 CONNECTICUTT LLC,3,2501 Porter St. NW,Washington,DC,20008,1988,Multifamily Housing,Multifamily Housing,309058,204600,91,43.4,,109.3,,832.3,4.1,6220.8,72,1826666,26524.34376,,,Whole Building,Whole Building,38.93548768,-77.05399482
PM03502821,2225_0844,3502821,Quebec House South,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2800 QUEBEC ST NW,AMERICAN SECURITY & TRUST COMPANY,3,2800 Quebec Street  NW,Washington,DC,20008,1949,Multifamily Housing,Multifamily Housing,344727,353727,76,63.9,68.3,123.6,126.2,1753.2,5,19957486.5,1,2800536,130510.9975,,,Whole Building,,38.93618971,-77.05568671
PM03502126,2226_0800,3502126,The Broadmoor Cooperative Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,3601 CONNECTICUT AVE NW,BROADMOOR COOPERATIVE,3,3601 Connecticut Avenue NW,Washington,DC,20008,1928,Multifamily Housing,Multifamily Housing,308077,288969,,51.1,57.4,82.5,89.2,1014.6,3.5,5520.8,,1171068,107567.895,,,Whole Building,Whole Building,38.9378199,-77.0585743
PM03504391,2226_0801,3504391,Quebec House North,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2801 QUEBEC ST NW,BERNARD S GEWIRZ,3,2801 Quebec Street  NW,Washington,DC,20008,1949,Multifamily Housing,Multifamily Housing,177642,177723,81,63.2,66.9,119.9,122.2,860.1,4.8,9431440.2,1,1334905,66798.99565,,,Whole Building,,38.93718082,-77.05603108
DC22261096,2226_1096,N/A,,,,12/31/2017,No Report Received,3701 CONNECTICUT AVE NW,WILTSHIRE CONDOMINIUM,3,3701 CONNECTICUT AVE NW,Washington,DC,20008,1951,Other,Other - Undetermined Property Type,134705,,,,,,,,,,,,,,,,,38.9382902,-77.0593436
PM04378477,2234_0003,4378477,3801 Connecticut Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3801 CONNECTICUT AVE NW,WASHREIT 3801 CONNECTICUT AVE TRUSTEE LLC,3,3801 Connecticut Avenue  NW,Washington,DC,20008,1951,Multifamily Housing,Multifamily Housing,161139,182195,53,82.3,87.4,155.6,159.2,1145.1,6.3,6470.2,85,1768565,89564.51604,,,Whole Building,Whole Building,38.93936125,-77.06007692
PM04000668,2234_1303,4000668,3901 Connecticut Ave. Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3901 CONNECTICUT AVE NW,3901 CONNECTICUT AVE CONDO,3,3901 Connecticut Ave NW,Washington,DC,20008,1920,Multifamily Housing,Multifamily Housing,85154,85154,63,63,67.4,97.3,101.8,358.4,4.2,3673.4,5,372178,40954.61212,,,Whole Building,Whole Building,38.9399982,-77.0605481
PM03511841,2234_1600,3511841,3883 CONNECTICUT AVE CONDO,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,3883 CONNECTICUT AVE NW,3883 CONNECTICUT AVE CONDO,3,3883 CONNECTICUT AVE NW,Washington,DC,20008,2004,Multifamily Housing,Multifamily Housing,134003,134003,83,34.2,34.5,102.7,103,491,3.7,4496.5,69,1255813,2952.059043,,,Whole Building,Whole Building,38.9398631,-77.0600419
DC22351478,2235_1478,N/A,,,,12/31/2017,No Report Received,4007 CONNECTICUT AVE NW,TILDEN COURT CONDOMINIUM,3,4007 CONNECTICUT AVE NW,Washington,DC,20008,1930,Other,Other - Undetermined Property Type,50571,,,,,,,,,,,,,,,,,38.9413164,-77.0615749
PM04156468,2243_0066,4156468,DC518_AVA Van Ness,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2950 VAN NESS ST NW,SMITH PROPERTY HOLDINGS KENMORE LP,3,2950 Van Ness Street Northwest,Washington,DC,20008,1978,Multifamily Housing,Multifamily Housing,266382,266382,66,36.5,36.5,111.2,111.2,1053.8,4,8790.6,59,2723906,4298.559687,,,Whole Building,Whole Building,38.94290706,-77.0611881
DC22430068,2243_0068,N/A,,,,12/31/2017,No Report Received,4101 CONNECTICUT AV,EDMUND BURKE SCHOOL INC,3,4101 CONNECTICUT AV,Washington,DC,20008,2006,Other,Other - Undetermined Property Type,54360,,,,,,,,,,,,,,,,,38.9423866,-77.062035
DC22870818,2287_0818,N/A,,,,12/31/2017,No Report Received,3050  MILITARY RD NW,THE INGLESIDE PRESBYTERIAN RETIREMENT COMMUNITY INC,4,3050  MILITARY RD NW,Washington,DC,20015,2000,Other,Other - Undetermined Property Type,353977,,,,,,,,,,,,,,,,,38.95021102,-77.0639655
PM03662818,2308_0805,3662818,St John's College High School,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2607 MILITARY RD NW,SAINT JOHNS COLLEGE INC,4,2607 Military Rd NW,Washington,DC,20015,1961,Other - Education,Other - Education,265085,265000,,60.1,66.6,120.9,127.8,1269.6,4.8,2640.4,,2149804,85825.15934,,,Whole Building,Whole Building,38.9629552,-77.0550528
PM04377138,2339_0003,4377138,Knollwood Army Distaff Foundation,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,6200 OREGON AV NW,ARMY DISTAFF FOUNDATION INC,4,6200 oregon ave nw,Washington,DC,20015,1959,Multifamily Housing,Multifamily Housing,302511,412210,,,,,,,,,,,,,,Whole Building,Whole Building,38.97153506,-77.05495652
PM04007712,2500_0088,4007712,2540 Massachusetts Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2540 MASSACHUSETTS AVE NW,2540 MASSACHUSETTS AVENUE NW INC,2,2540 Massachusetts Ave NW,Washington,DC,20008,1922,Multifamily Housing,Multifamily Housing,83663,83663,63,57.7,62.5,103.5,107.4,355.7,4.3,1096.7,97,504046.3,31044.33943,,,Whole Building,Whole Building,38.91629509,-77.05685527
PM03992793,2527_0837,3992793,2100 Connecticut Ave,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2100 CONNECTICUT AV NW,COLUMBIA REALTY VENTURE LLC,2,2100 Connecticut Ave  NW,Washington,DC,20008,1941,Multifamily Housing,Multifamily Housing,76594,65964,41,107.3,117.6,152.8,162.2,449.2,6.8,3640.9,40,370834.1,58153.68166,,,Whole Building,Whole Building,38.91795517,-77.04772627
PM03998806,2527_1099,3998806,THE DRESDEN CONDOMINIUM,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2126 CONNECTICUT AVE NW,THE DRESDEN CONDOMINIUM,2,2126 CONNECTICUT AVE NW,Washington,DC,20008,1909,Multifamily Housing,Multifamily Housing,90762,90762,70,56.4,60.1,108.8,111.7,396.6,4.4,3034552.9,1,630877.5,29707.2559,,,Whole Building,Whole Building,38.9182348,-77.0480231
PM03625086,2528_0302,3625086,2000 Connecticut,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2000 CONNECTICUT AVE NW,KS 2000 CONNECTICUT LLC,2,2000 Connecticut Avenue NW,Washington,DC,20008,1935,Multifamily Housing,Multifamily Housing,128664,120000,14,57.9,58.4,147.7,148.2,657.6,5.5,4084.5,,1463142,19543.11084,,,Whole Building,Whole Building,38.91704087,-77.04716745
PM04005350,2528_0891,4005350,The William Penn Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2231 CALIFORNIA ST NW,WILLIAM PENNSYLVANIA LTD,2,2231 California Street  NW,Washington,DC,20008,1943,Multifamily Housing,Multifamily Housing,65514,65514,,36,37.5,67.6,68.1,179.3,2.7,1903.4,,273167.5,14292.50067,,,Whole Building,Whole Building,38.91594385,-77.0501601
PM03994897,2528_1101,3994897,The Brighton Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2123 CALIFORNIA ST NW,THE BRIGHTON CONDOMINIUM,2,2123 California St NW,Washington,DC,20008,1911,Multifamily Housing,Multifamily Housing,61127,61000,31,73.4,77.8,129.9,130.6,326.9,5.4,2692.4,16,451675,29367.45473,,,Whole Building,Whole Building,38.9167423,-77.0478221
PM03993635,2528_1103,3993635,Le Bourget,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2127 CALIFORNIA ST NW,THE LEBOURGET CONDOMINIUM,2,2127 California St.  NW,Washington,DC,20008-1811,1927,Multifamily Housing,Multifamily Housing,54144,54144,81,33.8,34.1,99.7,100,193.4,3.6,2718.1,44,487337.3,1685.870933,,,Whole Building,Whole Building,38.916621,-77.0481936
PM04372880,2529_0305,4372880,Our Lady Queen of the Americas,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2200 CALIFORNIA ST NW,ROMAN CATHOLIC ARCHBISHOP OF WASHINGTON,2,2200 California St  NW,Washington,DC,20008,1903,K-12 School,K-12 School,89326,70480,87,48.4,53.9,94.8,100.2,266.9,3.8,1706.7,,435204,19240.72698,,,Whole Building,Whole Building,38.91582334,-77.04911328
PM04019572,2529_1109,4019572,The Sanford Condominium (Saint Nicholas Condominium),Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2230 CALIFORNIA ST NW,THE SANFORD CONDOMINIUM,2,2230 California Street  NW,Washington,DC,20008,1978,Multifamily Housing,Multifamily Housing,59312,59312,,16.2,16.8,23.8,24.5,62.2,1,1354.5,,56691,7673.75821,,,Whole Building,Whole Building,38.9157037,-77.0499967
PM06352632,2530_0303,6352632,The Envoy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2144 CALIFORNIA ST NW,2144 CALIFORNIA STREET LLC,2,2144 California Street,Washington,DC,20008,1958,Multifamily Housing,Multifamily Housing,87955,87955,,42.3,45.5,68.1,70.6,255.2,2.9,1229.6,,291093.7,27303.0262,,,Whole Building,Whole Building,38.9159998,-77.0483047
PM04539355,2530_0310,4539355,CourtYard Marriott Dupont,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1900 CONNECTICUT AVE NW,NCPT CAPSTONE DUPONT LLC,2,1900 Connecticut Avenue NW,Washington,DC,20009,1965,Hotel,Hotel,97125,97125,75,76,77.5,190,191.7,688.1,7.1,3734.4,,1500610,22614.47173,,,Whole Building,Whole Building,38.91603665,-77.04687482
PM04903213,2530_0817,4903213,Westmoreland Cooperative,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,2122 CALIFORNIA ST NW,WESTMORELAND COOPERATIVE,2,2122 California St NW,Washington,DC,20008,1906,Multifamily Housing,Multifamily Housing,84667,84667,,47.4,50.4,79.3,82.5,282.4,3.3,634640.3,,350758.3,28165.58136,,,Whole Building,Whole Building,38.9162197,-77.0474248
PM05247023,2530_0820,5247023,Churchill Hotel - WCH,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1914 CONNECTICUT AV NW,H H CHURCHILL HOTEL ASSOCIATES LP,2,1914 Connecticut Ave NW,Washington,DC,20009,2013,Hotel,Hotel,111018,70000,71,96.8,101.4,188.5,192,528.1,7.5,6905.2,,852560,38674.03909,,,Whole Building,Whole Building,38.9163549,-77.0468996
PM03672855,2535_0039,3672855,Gelmarc Towers Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1930 COLUMBIA RD NW,DAVID HORNSTEIN,1,1930 Columbia Road  NW,Washington,DC,20009,1950,Multifamily Housing,Multifamily Housing,127257,127257,68,70.6,75.3,120,122.7,638.6,5,6452.4,38,819736.2,61822.92818,,,Whole Building,Whole Building,38.91813391,-77.04499858
PM03884259,2535_0039,3884259,Schuyler Arms  A Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Data Under Review by DOEE,1930 COLUMBIA RD NW,DAVID HORNSTEIN,1,1954 Columbia Road,Washington,DC,20009,1927,Multifamily Housing,Multifamily Housing,127257,127257,,35,37.7,56.2,58.6,304.8,2.4,2291.3,96,347573.2,32622.91353,,,Whole Building,Whole Building,38.9181339,-77.04499858
PM03412674,2535_0826,3412674,Adams Elementary,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2020 19TH STREET NW,GOVERNMENT OF THE DISTRICT OF COLUMBIA DEPARTMENT OF GENERAL SERVICES,1,2020 19TH STREET NW,Washington,DC,20009,1900,K-12 School,K-12 School,,59400,51,82.6,93.5,147.2,157.5,360,6.1,,,504116,31848.5993,,,Whole Building,,38.91730954,-77.04437725
PM01423556,2535_0830,1423556,1875 Connecticut Ave NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1875 CONNECTICUT AV NW,UNIVERSAL BLDG NORTH INC,1,1875 Connecticut Ave NW,Washington,DC,20037,1961,Office,Office,519484,404202,84,71.3,76.9,170.8,177.6,2604.3,6.4,5158.2,,5438832,102736.031,,,Whole Building,Whole Building,38.9156775,-77.0458702
PM01423516,2535_0831,1423516,1825 Connecticut Avenue,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1825 CONNECTICUT AV NW,UNIVERSAL BUILDING INC,1,1825 Connecticut Av,Washington,DC,20009,1957,Office,Office,421810,319977,86,70.7,75.2,168,172,2031.5,6.3,7989.6,,4209568,82502.19144,,,Whole Building,Whole Building,38.9151844,-77.0456242
PM05914790,2535_0833,5914790,DUPONT HOTEL PROJECT OWNER LLC,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1919 CONNECTICUT AV,DUPONT HOTEL PROJECT OWNER LLC,1,1919 Connecticut Avenue,Washington,DC,20009,1964,Hotel,Hotel,973414,1000000,46,97.7,99.4,201.9,200.9,7936.4,7.9,110684,,13925640,501857.4519,,,Whole Building,Whole Building,38.91647177,-77.04523912
PM03761665,2535_1115,3761665,The Wyoming Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2022 COLUMBIA RD NW,THE WYOMING HOUSE,1,2022 Columbia Road NW,Washington,DC,20009,1898,Multifamily Housing,Multifamily Housing,122062,122062,77,74,81,111.9,118.6,595.3,4.9,3659.2,86,585668,70335.23371,,,Whole Building,Whole Building,38.9171573,-77.0454027
PM03999116,2536_1117,3999116,2029 Conn Ave Condominium,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,2029 CONNECTICUT AVE NW,2029 CONNECTICUT AVE CONDO,1,2029 CONNECTICUT AVE NW  WASHINGTON  DC 20008,Washington,DC,20008,1917,Multifamily Housing,Multifamily Housing,73652,73652,,95.5,98.4,192,191.5,560.5,7.6,1043.8,,947119,38027.12968,,,Whole Building,Whole Building,38.9176263,-77.0469716
PM04376538,2537_0153,4376538,Mendota Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2220 20TH ST NW,MENDOTA APARTMENTS INC,1,2220 20th St NW,Washington,DC,20009,1901,Multifamily Housing,Multifamily Housing,87737,87737,,39,44.1,55,60.4,215.7,2.5,1266.8,96,173430,28260.41413,,,Whole Building,Whole Building,38.9188183,-77.0463278
PM04450854,2537_0300,4450854,2101 Connecticut Ave Coop,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2101 CONNECTICUT AVE NW,2101 CONNECTICUT AVENUE,1,2101 Connecticut Ave,Washington,DC,20008,1927,Multifamily Housing,Multifamily Housing,236646,236646,,36.3,39.3,54.1,57.1,561,2.4,3511,99,533250,67625.53055,,,Whole Building,Whole Building,38.91837919,-77.04706904
PM04000713,2538_0803,4000713,Shawmut Apartments,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,2200 19TH ST NW,FGH SHAWMUT LLC,1,2200 19th St NW,Washington,DC,20009,1923,Multifamily Housing,Multifamily Housing,73188,73188,35,67,71,137.7,138.9,396.8,5.4,2114,73,690632.5,25494.9668,,,Whole Building,Whole Building,38.91922263,-77.04504251
PM03274455,2538_0806,3274455,1901 Wyoming Avenue NW,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,In Compliance,1901 WYOMING AV NW,1901 WYOMING AVENUE COOPERATIVE,1,1901 Wyoming Avenue NW,Washington,DC,20009,1930,Multifamily Housing,Multifamily Housing,71791,71791,76,52.7,57.6,87.7,92.9,265.3,3.7,1238.9,71,326644,26662.97912,,,Whole Building,Whole Building,38.91859638,-77.04548941
PM04346607,2539_0300,4346607,The Policy,Not Applicable: Standalone Property,Not Applicable: Standalone Property,12/31/2017,Incomplete report ,1921 KALORAMA RD NW,POLICY APARTMENTS DC LLC,1,1921 Kalorama Road NW,Washington,DC,20009,1929,Multifamily Housing,Multifamily Housing,68079,68079,93,43.4,44.5,84.8,86,230.8,3.4,1432.8,,375034,16718.71838,,,Whole Building,Whole Building,38.91949446,-77.04607312
