Address,Atlanta Building ID,Blank ,Views by Parameter,City,ENERGY STAR Score,Number of Buildings,Number of Records,Postal Code,Grouped Property Types,Primary Property Type - Self Selected,Property GFA - Calculated (Buildings) (ft²),Property Id,Property Name,Property Notes,Site EUI (kBtu/ft²),Site Energy Use (kBtu),State/ Province,Table Names,Total GHG Emissions (Metric Tons CO2e) (group),Total GHG Emissions (Metric Tons CO2e),Water Use (kGal),Water Use Intensity (gal/ft²),Year Built,Year Ending,Year
612 Magnolia St.,708992, ,,Atlanta,,1,1,30318,"Other, Mixed Use",Other,10578,4293101,Police Zone 1,Gas data: There is no gas account for this property according to UMS and utility.,191.5,2030000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,309.80000000000001,309.8,,,1995,12/31/2017,1/1/2018
180 Southside Pkwy,698781, ,,Atlanta,,1,1,30354,"Other, Mixed Use",Other,58036,4293102,Police Training Academy,Not Available,16.7,967700,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,51.399999999999999,51.4,,,1958,12/31/2017,1/1/2018
177 Estoria St SE,720651, ,,Atlanta,,1,1,30316,Municipal,Municipal,10128,4293103,DPRCA-Cabbagetown Park,Gas data: There is no gas data in UMS or from the utility for this account.,9.7,98313.4,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,15.0,15,,,2002,12/31/2017,1/1/2018
180 Poole Creek Road,842433, ,,Atlanta,,1,1,30315,"Other, Mixed Use",Other,43959,4293104,Police Dept. Academy,"This account is likely a duplicate of ""Police Training Academy.""",,,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,No Values Given,,,,2002,12/31/2017,1/1/2018
477 Windsor Street,907988, ,,Atlanta,,1,1,30315,Municipal,Municipal,52411,4293106,OEAM-Dunbar Recreation Center,Water data: irrigation account with no usage reported.,80.8,4230000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,542.10000000000002,542.1,,,1990,12/31/2017,1/1/2018
2750 Peyton Rd,188753, ,,Atlanta,,1,1,30318,"Other, Mixed Use",Other,27850,4293107,Public Works-Pipeyard Trailers,All Data: There is no data according to UMS or utility for this property; water account is in collections.,,,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,No Values Given,,,,1970,12/31/2017,1/1/2018
1275 Piedmont Ave,652874, ,,Atlanta,,1,1,30309,Municipal,Municipal,10363,4293108,DPRCA-Piedmont Park,"Water data: no account at address.
Gas data: the gas data at this address is attached to the Piedmont Park Pool and Bath House.",46.1,477649,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,73.099999999999994,73.1,,,1995,12/31/2017,1/1/2018
1230 West Peachtree ST NW,873428, ,85,Atlanta,85,1,1,30309,Office,Office,66070,4310995,1230 West Peachtree,Not Available,54.4,3590000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,478.19999999999999,478.2,1245.5,18.85,1960,12/31/2017,1/1/2018
43 Auburn Ave,Not Available, ,,Atlanta,,0,1,30303,"Other, Mixed Use",Parking,292466,4334025,"0098a Parking Deck ""T"" (North)",Not Available,5.2,1350000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,206.40000000000001,206.4,8654.2,33.18,1975,12/31/2017,1/1/2018
43 Auburn Ave,Not Available, ,,Atlanta,,1,1,30308,"Other, Mixed Use",Parking,292083,4343241,"0098b Parking Deck ""T"" (South)",Not Available,4.9,1355220,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,207.30000000000001,207.3,,,1985,12/31/2017,1/1/2018
303 Peachtree Center Ave,519238, ,,Atlanta,,1,1,30303,Office,Office,708144,4373058,Suntrust Garden Offices - 40,.,198.2,140364168,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,21471.900000000001,21471.9,12200.7,17.23,2000,12/31/2017,1/1/2018
303 Peachtree Street Northeast,221913, ,72,Atlanta,72,1,1,30308,Office,Office,1200204,4373094,SunTrust Plaza Office - 10,"*Not to be included in DOE metrics. Building system must be discussed 

This property is just an estimation to gain a sense of what the Energy Star Score would be. The SunTrust Garden Center and Plaza have been split into two properties.",63.9,76700000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,11729.0,11729,7523.9,6.27,1992,12/31/2017,1/1/2018
3378 Greenbriar Pkwy SW,613358, ,82,Atlanta,82,10,1,30331,Multi Family,Multifamily Housing,352727,4374607,Landing Square,Not Available,26.5,9340000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,1429.3,1429.3,16664.3,47.24,2008,12/31/2017,1/1/2018
1620 Delowe Drive,686054, ,,Atlanta,,1,1,30311,Municipal,Municipal,15450,4435889,DPRCA-Adams Park - Rec Building,Not Available,76.7,1190000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,109.59999999999999,109.6,,,1978,12/31/2017,1/1/2018
6000 North Terminal Pkwy,Not Available, ,,Atlanta,,1,1,30320,"Other, Mixed Use",Transportation Terminal/Station,27841,4449873,Rental Car GICC Station,Not Available,,,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,No Values Given,0,,,1965,12/31/2017,1/1/2018
"1422 West Peachtree Street, NW",Not Available, ,,Atlanta,,1,1,30309,College/University & Residence Hall/Dormitory,College/University,81096,4456401,John Marshall Law School,Not Available,,,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,No Values Given,,,,1964,12/31/2017,1/1/2018
3200 Downwood Circle NW,416294, ,47,Atlanta,47,1,1,30327,Office,Medical Office,214813.7,4462993,Palisades at West Paces Medical Building,Not Available,88.9,19100000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,2898.8000000000002,2898.8,4215.9,19.63,1991,12/31/2017,1/1/2018
1100 Howell Mill Road,358275, ,,Atlanta,,1,1,30318,Retail/ Entertainment,Retail Store,20476,4463880,WSPD-S-A Building-1100 Howell Mill,Not Available,109.2,2240000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,342.0,342,3002.3,146.62,1910,12/31/2017,1/1/2018
1170 Howell Mill Road,112940, ,,Atlanta,,1,1,30318,Retail/ Entertainment,Retail Store,8654,4463883,WSPD-S-1168 Howell Mill,The energy consumption for the common area lights are not tracked. The property only pays a monthly base bill.,7.4,64225.5,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,9.8000000000000007,9.8,0,0,1910,12/31/2017,1/1/2018
1170 Howell Mill Road,525754, ,,Atlanta,,1,1,30318,"Other, Mixed Use",Mixed Use Property,141739,4463884,WSPD-S-WP Building-1170 Howell Mill,"Atlanta Building ID 525754 is for all 3 White Provision Buildings. (525754, 238744, and 255813)

Account # 99035 is for outdoor lighting, no energy consumption data shown on bills",,,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,No Values Given,,4215.3,29.74,1910,12/31/2017,1/1/2018
1670 DeFoor Avenue,491332, ,94,Atlanta,94,1,1,30318,Office,Office,60008,4468418,"Ballard Designs, Inc.",Not Available,33.2,1990000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,281.30000000000001,281.3,608.3,10.14,1929,12/31/2017,1/1/2018
890 Chattahoochee Ave NW,735748, ,,Atlanta,,1,1,30318,Storage & Distribution,Self-Storage Facility,67960,4468870,1593-Atlanta - Chattahoochee OC,Not Available,8.6,587369,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,89.900000000000006,89.9,70,1.03,2009,12/31/2017,1/1/2018
225 Baker Street,731349, ,,Atlanta,,1,1,30313,"Museums, Performing Arts and Zoos",Aquarium,604000,4470471,Georgia Aquarium,Not Available,352.6,213000000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,29259.400000000001,29259.4,52120.1,86.29,2005,12/31/2017,1/1/2018
3650 jonesboro rd SE,219234, ,,Atlanta,,1,1,30354,"Museums, Performing Arts and Zoos",Convention Center,161000,4471653,atlanta expo north,"Being a convention center that operates 12 months out of the year, our usage is greatly affected by our event schedule.  We have normal business hours during a week, but when an event is taking place our hours will vary and electric and water usage will go up.",13.7,2200000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,337.30000000000001,337.3,1175.7,7.3,1974,12/31/2017,1/1/2018
3850 jonesboro rd SE,799530, ,,Atlanta,,1,1,30354,"Museums, Performing Arts and Zoos",Convention Center,201000,4471688,atlanta expo south,"Being a convention center that operates 12 months out of the year, our usage is greatly affected by  our event schedule.  We have normal business hours during a week, but when an event is taking place our hours will vary and electric and water usage will go up. 

Additional notes added 8/26/15:
This submission includes Atlanta building ID's 799530_a and 799530_b",18.8,3770000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,577.39999999999998,577.4,1048.6,5.22,1966,12/31/2017,1/1/2018
650 North Avenue Northeast,921974, ,,Atlanta,,1,1,30308,Hospital/Medical,Lifestyle Center,84439,4473879,Ponce City Market - Service Building,"GP# 6933228049- BB CA, Dance G, 2Fl 202 Vac, Parking & Common Areas--Added 'Parking and Common Areas' to meter name based on email from Melissa Ward (8/9/16)",67.2,5680000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,868.10000000000002,868.1,2634.6,31.2,1946,12/31/2017,1/1/2018
1800 Peachtree Street NW,568009, ,100,Atlanta,100,1,1,30309,Office,Office,150000,4475344,Macquarium Building,Not Available,21,3150000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,182.90000000000001,182.9,600.2,4,1965,12/31/2017,1/1/2018
3336 Peachtree Rd. NE,803776, ,15,Atlanta,15,1,1,30326,Worship,Worship Facility,199449,4475916,Buckhead Church,Not Available,42.3,8430000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,1289.5,1289.5,543.2,2.72,2007,12/31/2017,1/1/2018
One National Drive SW,980278, ,,Atlanta,,1,1,30336,Storage & Distribution,Distribution Center,322000,4476917,"National Distributing Company, LLC",Not Available,,,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,No Values Given,,791.8,2.46,1979,12/31/2017,1/1/2018
1600 Peachtree St NW,263145, ,,Atlanta,,1,1,30309,College/University & Residence Hall/Dormitory,College/University,312000,4477015,1600 Peachtree,Square footage of parking garage is an estimate,,,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,No Values Given,,,,1956,12/31/2017,1/1/2018
1611 W Peachtree St,825474, ,,Atlanta,,1,1,30309,College/University & Residence Hall/Dormitory,College/University,84995,4477017,Digital Media Center,Not Available,,,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,No Values Given,,,,1954,12/31/2017,1/1/2018
1470 Spring St,834313, ,,Atlanta,,1,1,30309,College/University & Residence Hall/Dormitory,Residence Hall/Dormitory,89322,4477019,Spring House,Not Available,,,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,No Values Given,,,,1967,12/31/2017,1/1/2018
981 Howell Mill Road,440801, ,,Atlanta,,2,1,30318,"Other, Mixed Use",Other,56250,4478284,Atlanta Humane Society Howell Campus,Not Available,74.1,4170000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,525.10000000000002,525.1,1135.1,20.18,1980,12/31/2017,1/1/2018
303 Parkway Dr NE,426464, ,13,Atlanta,13,1,1,30312,Hospital/Medical,Hospital (General Medical & Surgical),529640,4478711,Atlanta Medical Center: Main Hospital,Not Available,293.7,156000000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,14870.6,14870.6,73098.5,138.02,1948,12/31/2017,1/1/2018
647 Donald Lee Hollowell Pkwy NW,913289, ,,Atlanta,,1,1,30318,Storage & Distribution,Self-Storage Facility,125000,4479567,25784-Atlanta/Donald Lee Hollowell,Not Available,7.2,902750,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,138.09999999999999,138.1,168,1.34,2013,12/31/2017,1/1/2018
268 Westminster Drive Ne,966203, ,,Atlanta,,1,1,30309,Storage & Distribution,Self-Storage Facility,90138,4479571,08391-Ansley Park,Not Available,9.9,895026,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,136.90000000000001,136.9,577,6.4,2006,12/31/2017,1/1/2018
134 John Wesley Dobbs Ave Ne,277494, ,,Atlanta,,1,1,30303,Storage & Distribution,Self-Storage Facility,56836,4479577,27808-Atlanta/Johnwesleydobbs Ave NE,Not Available,12.7,724235,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,110.8,110.8,77,1.35,2001,12/31/2017,1/1/2018
8773 Dunwoody Place,511348, ,,Atlanta,,1,1,30350,Storage & Distribution,Self-Storage Facility,82512,4479583,28225-Atlanta / Dunwoody Place,Not Available,17.1,1411409,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,207.5,207.5,1615,19.57,2000,12/31/2017,1/1/2018
2115 Monroe Drive Ne,570034, ,,Atlanta,,1,1,30324,Storage & Distribution,Self-Storage Facility,192355,4479588,25596-Atlanta / Monroe DR NE,Not Available,6.1,1160000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,178.19999999999999,178.2,85,0.44,2005,12/31/2017,1/1/2018
1506 Howell Mill Road Nw,361229, ,,Atlanta,,1,1,30318,Storage & Distribution,Self-Storage Facility,68675,4479589,25593-Atlanta/Howell Mill RD NW,Not Available,7.6,524854,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,80.299999999999997,80.3,698,10.16,2005,12/31/2017,1/1/2018
1067 Memorial Drive,899310, ,,Atlanta,,1,1,30316,Storage & Distribution,Self-Storage Facility,56039,4479593,23402-Atlanta/Memorial Drive,Not Available,6.6,368660,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,56.399999999999999,56.4,46,0.82,2000,12/31/2017,1/1/2018
2519 Chantilly Drive,346053, ,,Atlanta,,1,1,30324,Storage & Distribution,Self-Storage Facility,65463,4479594,21604-Atlanta / Chantilly Drive,Not Available,4.7,307196,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,47.0,47,69,1.05,1997,12/31/2017,1/1/2018
1387 Northside Drive,269691, ,,Atlanta,,1,1,30318,Storage & Distribution,Self-Storage Facility,68329,4479600,20160-Atlanta / Northside Drive,Not Available,3.2,216689,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,33.100000000000001,33.1,0,0,1993,12/31/2017,1/1/2018
1695 Marietta Blvd. NW,156699, ,,Atlanta,,1,1,30318,"Museums, Performing Arts and Zoos",Performing Arts,52472,4479637,Michael C. Carlos Dance Centre,"Building 156699 is only one building, so the submission is for both 
156699_a and 156699_b",46.2,2430000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,238.0,238,303.4,5.78,2008,12/31/2017,1/1/2018
180 Peachtree St NW,385137, ,,Atlanta,,1,1,30303,Office,Data Center,357441,4479799,180 Peachtree St NW,Not Available,495.1,177000000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,27069.700000000001,27069.7,10669.8,29.85,1927,12/31/2017,1/1/2018
188 14th ST NE,459034, ,,Atlanta,,1,1,30361,Lodging,Hotel,587580,4482052,W Atlanta Midtown,This property has a central plant that provides chilled and super heated water to 2 other properties. The usage is billed through an energy management program.,164.7,96800000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,9706.3999999999996,9706.4,25178,42.85,1973,12/31/2017,1/1/2018
150 Carnegie Way,266494_A, ,,Atlanta,,1,1,30303,"Other, Mixed Use",Parking,51000,4482133,150 Carnegie Way,This property also includes Atlanta Building ID 266494_B.,3,152320,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,23.300000000000001,23.3,16.7,0.33,1965,12/31/2017,1/1/2018
3393 Peachtree RD NE,113301, ,,Atlanta,,1,1,30326,Retail/ Entertainment,Enclosed Mall,1596320,4483409,Lenox Square,Not Available,14.2,22700000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,3473.5999999999999,3473.6,14441.5,9.05,1959,12/31/2017,1/1/2018
2436 Bolton Road Nw,799905, ,,Atlanta,,1,1,30318,Storage & Distribution,Self-Storage Facility,56932,4483802,28155-Atlanta / Bolton RD NW,Not Available,2.9,167338,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,25.600000000000001,25.6,65,1.14,2000,12/31/2017,1/1/2018
"1401 Marietta Blvd., NW",428318, ,,Atlanta,,1,1,30318,"Other, Mixed Use",Manufacturing/Industrial Plant,62645,4483834,"Art Laminating & Finishing, LLC",This is one building.  428318 is being submitted on behalf of 428318_a and 428318_b.,91.2,5710000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,808.0,808,517.6,8.26,1956,12/31/2017,1/1/2018
134 Peachtree St NW,109535, ,1,Atlanta,1,1,1,30303,Lodging,Hotel,118800,4483924,Atlanta Downtown GA RI,Not Available,91.3,10900000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,1438.0,1438,4978.4,41.91,1928,12/31/2017,1/1/2018
2020 Peachtree Rd NE,Not Available, ,,Atlanta,,4,1,30309,Hospital/Medical,Other - Specialty Hospital,748000,4483994,Shepherd Center,This building will get deleted as soon as I know how to without deleting all else,77.8,58200000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,3091.4000000000001,3091.4,24960.5,33.37,1976,12/31/2017,1/1/2018
2020 A Peachtree Rd NE,Not Available, ,,Atlanta,,1,1,30309,Hospital/Medical,Other - Specialty Hospital,575000,4484067,Hospital,Not Available,51.4,29600000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,4520.8999999999996,4520.9,,,1986,12/31/2017,1/1/2018
2020 Peachtree Rd NE,Not Available, ,,Atlanta,,1,1,30309,Municipal,Energy/Power Station,140000,4484074,Parking Deck/Central Energy Plant,Not Available,146.9,20600000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,3146.5,3146.5,,,1999,12/31/2017,1/1/2018
2020 B Peachtree Rd NE,Not Available, ,100,Atlanta,100,1,1,30309,Lodging,Hotel,114000,4484907,Woodruff Family Residence,Not Available,14.2,1620000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,247.19999999999999,247.2,,,2006,12/31/2017,1/1/2018
2020 B Peachtree Rd NE,Not Available, ,,Atlanta,,1,1,30309,"Other, Mixed Use",Parking,238000,4486276,Woodruff Parking Deck,Not Available,,2950000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,451.30000000000001,451.3,,,2009,12/31/2017,1/1/2018
921 Howell Mill Road,860327, ,,Atlanta,,1,1,30318,Lodging,Other - Lodging/Residential,64771,4486603,Atlanta Mission My Sister's House,Project Engineer: Tianyao Zhang,71.9,4660000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,531.0,531,2234.3,34.5,2003,12/31/2017,1/1/2018
104 Marietta Street NW,528118, ,90,Atlanta,90,1,1,30303,Office,Office,333445,4486665,State Bar Building,"This building was built in 3 different phases. 1st phase was 1960 and is considered the eastside, 1964 was the 2nd phase and is considered the westside, the 3rd phase was also the westside back of the building.  The parking deck was built in 1964, demolished in 2003, rebuilt larger and opened in 2005.",45.1,15100000,Georgia,Data Request_Atlanta 2018 Transparency Report (34).xlsx/2018 CEP,2097.1999999999998,2097.2,2760.1,8.28,1960,12/31/2017,1/1/2018
