natural_gas_use_kbtu,portfolio_manager_id,postal_code,property_name,source_eui_kbtu_ft,total_ghg_emissions_mtco2e,district_steam_use_kbtu,site_eui_kbtu_ft,primary_property_type_epa_calculated,number_of_buildings,energy_star_score,location_1_address,year_built,fuel_oil_2_use_kbtu,property_floor_area_buildings_and_parking_ft,water_use_all_water_sources_kgal,electricity_use_kbtu,notes,philadelphia_building_id
Not Available,4039333,19120,4411WHITAKERLLC,16,38.6,Not Available,5.1,Non-Refrigerated Warehouse,1,97,4411 WHITAKER AVENUE,1900,Not Available,56600,,288655.20,,884186505
"4,381,469.30",2990373,19106,400 Market,199.2,1618.60,Not Available,79.1,Office,1,63,400 Market St.,1971,Not Available,201897,2227.80,10352666.50,,883012000
"67,035.50",3330745,19141,Pennell,136.6,590.9,Not Available,99.7,K-12 School,1,8,1800 NEDRO AVE,1927,"5,773,782.20",70498,506.5,1186703.20,,785356200
Not Available,4069477,19134,"Richard Hoffman, LLP",,,Not Available,,Non-Refrigerated Warehouse,1,Not Available,3515 Amber Street,1922,Not Available,100000,,,,884845600
"2,187,382.50",3783056,19133,Admin - Rivera Building,117,319.9,Not Available,61.3,K-12 School,1,73,2603 N 5TH ST,1980,Not Available,60464,279,1521683.80,,785547740
"157,592.70",3637517,19134,TL Tan LLC,9.9,81.3,Not Available,3.7,Non-Refrigerated Warehouse,2,Not Available,3621 B Street,1940,Not Available,189000,469.1,544570.20,,884043500
"258,775.80",3851366,19122,Honor Foods,383.1,1545.50,Not Available,123.8,Refrigerated Warehouse,1,11,1801 North 5th Street,1983,Not Available,94500,1457.90,11442507.10,,884080210
"7,979,408.70",3779718,19129,Queen Lane Water Treatment Plant,446.7,2161.40,Not Available,190.5,Drinking Water Treatment & Distribution,3,Not Available,3110 W Queen Lane,1953,Not Available,110000,54035.50,12980131.70,,884461930
"2,054,879.90",3852983,19121,Gesu School Inc,126.8,355.5,Not Available,62.3,K-12 School,1,61,1700 W. Thompson St,1923,Not Available,62567,,1840358.10,,772541000
"3,140,723.00",4123961,19137,Bridesburg,170.2,543.4,Not Available,83.5,K-12 School,1,5,2824 JENKS ST,1957,Not Available,71275,611.7,2812780.80,,786457800
"53,973,001.90",3656490,19148,Methodist Hospital,562.3,7934.10,Not Available,294.2,Hospital (General Medical & Surgical),1,18,2301 South Broad Street,1888,Not Available,312144,1940.40,37853888.10,,771010000
"7,612,100.10",3289919,19136,HBG-Holmesburg Prison Complex,32.9,1075.70,Not Available,17.8,Other - Public Services,3,Not Available,8201 Torresdale Ave,1896,"264,150.70",716651,2816.60,4869207.20,,786537201
"30,465.20",3330922,19144,Fitler,162.3,378.6,Not Available,118.4,K-12 School,1,9,140 WEST SEYMOUR ST,1899,"3,705,990.20",38000,696.1,761392.60,,785435800
307.8,3641702,19107,Foerderer Pavilion,513.6,5875.30,"34,027,804.60",322.4,Hospital (General Medical & Surgical),1,45,117 South 11th Street,1954,Not Available,233930,14566.10,17667428.10,,771013000
"2,168,833.20",3330795,19143,Longstreth,100.2,382.8,Not Available,48.8,K-12 School,1,78,5700 WILLOWS AVE,1970,Not Available,85350,896.2,1998956.40,,783588600
"1,418,239.80",3854031,19135,"Brenntag Specialties, Inc.",38.8,177.4,Not Available,21.8,Distribution Center,1,73,5700 Tacony Street,1950,Not Available,100000,96.5,762169.10,,884213400
348.9,3955737,19140,DENTAL SCHOOL (ORIG),337.3,3186.70,"17,368,090.80",160.1,College/University,1,Not Available,3223 N BROAD ST,2000,Not Available,203374,9221.00,15190288.80,,777527000
"1,816,069.80",3857641,19154,US Treasury Building,285.6,1518.80,Not Available,100.7,Distribution Center,1,14,13000 Townsend Rd,1994,Not Available,123510,469.7,10625196.60,,884292513
"1,752.60",3330793,19143,Huey,87.3,471.1,Not Available,63.1,K-12 School,1,56,5200 PINE ST,1963,"4,585,463.70",88183,,976606.90,,783732400
"3,120,546.00",3773538,19111,Tacony Academy Charter School,62.6,166.3,Not Available,59.5,K-12 School,1,100,1330 Rhawn Street,1978,Not Available,52500,755.7,3877.70,,778506501
Not Available,3657730,19148,Moore St Realty Inc,10.8,25.9,Not Available,3.4,Non-Refrigerated Warehouse,1,99,624 Moore street,1924,Not Available,57542,34.3,193477.00,,884004200
Not Available,3479871,19103,United Way,213.7,715.9,"1,922,455.40",83.8,Office,1,77,1709 Benjamin Franklin Parkway,1970,Not Available,75400,1176.40,4394656.00,,772687010
Not Available,3641781,19107,925 Chestnut Street,301.7,3597.80,"14,822,316.20",130.9,Medical Office,1,56,925 Chestnut Street,1931,Not Available,262308,6129.50,19524023.60,,883313700
"8,810,014.90",3330972,19114,Swenson CTE,223.2,1709.80,Not Available,105.2,K-12 School,1,5,2750 RED LION RD,1976,Not Available,171922,645.8,9276770.80,,786441600
"6,883,862.20",3330871,19121,Meade,108.1,490.6,Not Available,83.2,K-12 School,1,40,1600 NORTH 18TH ST,1937,Not Available,94000,1213.20,933652.50,,782405200
"1,057,376.00",3773988,19140,Little Flower Catholic High School,46.8,452.3,Not Available,27.8,K-12 School,2,100,1000 W. Lycoming Avenue,1939,"2,449,638.30",184000,1257.50,1600948.60,,777247000
"114,429.70",3330842,19148,Taggart,133,544.6,Not Available,99.4,K-12 School,1,45,400 W PORTER ST,1916,"5,442,996.10",66000,22378.20,1005546.80,,781490600
"3,731,444.20",3569995,19154,Westinghouse Lighting,82.3,837,Not Available,37,Distribution Center,1,54,12401 McNulty Rd.,1988,Not Available,229755,1246.20,4772258.60,,884292544
"29,519.00",3959542,19128,Riverside Mr. Storage,26.2,20.4,Not Available,9.4,Self-Storage Facility,2,Not Available,5026 Ridge Ave,2000,Not Available,18000,,140522.40,,884083010
"604,097.00",3337462,19150,Leeds,96.6,954.7,Not Available,66.3,K-12 School,1,40,1100 E MT. PLEASANT AVE,1955,"8,230,181.70",168259,2633.50,2329572.70,,784269400
"8,978,973.80",4059761,19145,BJ's Wholesale Club 162,403.4,2101.80,Not Available,179.2,Wholesale Club/Supercenter,1,14,2200 W. Oregon Ave.,2004,Not Available,117867,695.7,12138534.60,,882245000
"100,044.90",3949158,19140,Locker Room Self Storage,25.4,104.1,Not Available,8.8,Self-Storage Facility,1,Not Available,2001 W Erie Ave,2007,Not Available,95459,32.3,738162.00,,884069000
"204,751.60",3965369,19116,13451 Damar Drive,43.7,125.7,Not Available,15.9,Non-Refrigerated Warehouse,1,91,13451 Damar Drive,1996,Not Available,66600,162.1,857509.60,,884244700
467,3957996,19122,KLEIN,268.2,2356.60,"6,580,062.70",154.2,College/University,1,Not Available,1719 N. BROAD,2000,Not Available,186123,1385.60,9292360.20,,777507000
Not Available,3365000,19104,178-3020 MARKET,388.2,3545.00,"7,875,697.30",147.1,Office,1,26,3020 MARKET STREET,1959,Not Available,254750,3647.10,22575098.80,,883071700
"1,684,784.10",3898953,19125,1080 N Delaware Ave,125.3,748.4,Not Available,48,Office,3,Not Available,1080 N Delaware Ave,1960,Not Available,137500,938.7,4921919.20,,883365000
"3,752,080.80",3330956,19120,Feltonville Intermediate,112.3,433.6,Not Available,65.5,K-12 School,1,71,4901 RISING SUN AVE,1936,Not Available,84000,2147.80,1750258.40,,785531600
Not Available,1585726,19104,Hamilton Village,393.8,1385.70,Not Available,126.9,Other,1,Not Available,220 S. 40th Street,1974,Not Available,82452,6352.90,10280072.80,,882937900
"124,534.30",3330862,19132,Pratt,109.7,413.8,Not Available,86.8,K-12 School,1,56,2200 N 22ND ST,1952,"4,390,884.00",59000,1412.10,607650.20,,785727200
"1,584,633.90",3687917,19103,Westin Philadelphia Hotel,198.8,2166.10,"7,831,179.20",87.8,Hotel,1,50,99 South 17th Street,1990,Not Available,240000,18935.30,11667873.10,,883704000
"6,896,675.70",2933141,19112,LT02184 - Five Crescent Drive,184.1,1745.50,Not Available,80,Office,1,89,5 Crescent Drive,2011,Not Available,215051,3484.20,10302755.80,,788010012
"5,302,127.20",3237331,19149,NE Reg Library/ Health Center #10,319.1,833.5,Not Available,162.5,Library,2,Not Available,2230 Cottman Ave,1962,Not Available,58009,1335.30,4122497.80,,786082700
"1,353,593.30",3330875,19125,Penn Treaty,119.9,999.1,Not Available,82.5,K-12 School,1,43,600 E THOMPSON ST,1928,"8,072,723.70",144000,1860.40,2451493.70,,781401800
"494,872.90",3237291,19103,Central Library,369.9,3286.50,"7,793,045.50",143.4,Library,1,Not Available,1901 Vine St,1922,Not Available,200680,5743.20,20488647.10,,782598210
"389,044.20",3635179,19135,7th Heaven Investments,28.1,75.1,Not Available,13.3,Non-Refrigerated Warehouse,1,94,4219 Van Kirk St.,1989,Not Available,60000,,406363.40,,884249500
"63,074,129.10",3789312,19107,Exhibit Hall && Train Shed Bldg,223.8,11021.70,Not Available,109.4,Convention Center,1,Not Available,1101 Arch Street,1993,Not Available,1100000,9064.00,57307542.60,,781005800
"17,173,266.20",3330756,19111,Northeast,124.2,1830.10,Not Available,79.4,K-12 School,1,80,1601 COTTMAN AVE,1957,Not Available,310296,8480.30,6085639.80,,786082200
"1,135,987.20",3965468,19132,Allegheny Business Center,62.9,244.6,Not Available,28.6,Adult Education,1,Not Available,2233 West Allegheny Avenue,1915,Not Available,87756,10.3,1376742.00,,884558100
"1,976,963.40",3959886,19116,Finishing Trades Institute,65.5,234.4,Not Available,37.7,Not Available,1,Not Available,2190 Hornig Rd,1988,Not Available,,167.9,966663.60,,778495000
"659,674.00",3957997,19121,1700 N. BROAD,235.2,920.7,Not Available,113.6,College/University,1,Not Available,1700 N. BROAD,2000,Not Available,84360,1017.90,4343851.30,,777505000
"7,755,215.90",3330963,19120,Morrison,145,583.2,Not Available,107.7,K-12 School,1,9,5100 N 3RD ST,1924,Not Available,83894,615.7,1279782.90,,785177400
"3,154,076.00",3330825,19121,Morris,94.3,347.9,Not Available,56.3,K-12 School,1,50,2600 W THOMPSON ST,1966,Not Available,80000,1089.90,1347281.80,,782565200
Not Available,3859412,19102,Bailey,94.5,244.8,"1,321,974.70",44.7,Office,1,88,1218 Chestnut St,1950,Not Available,55784,1453.80,1173045.60,,883019502
Not Available,19331,19103,1835 Market Street,202.1,6124.60,"13,947,207.20",76.9,Office,1,83,1835 Market Street,1986,Not Available,751503,20297.40,38834019.20,,883104005
"1,545.00",3966440,19122,PALEY,304.8,2645.80,"6,779,185.50",172.5,College/University,1,Not Available,1210 W. BERKS,2000,Not Available,184644,815.9,10766269.20,,777570200
"111,668.80",3696855,19104,Athletic Recreation Center (ARC),294.3,989.7,Not Available,94.7,College/University,1,Not Available,4310 Woodland Ave,2003,Not Available,78800,4522.50,7348854.30,,773502090
"1,151,442,005.00",3974305,19127,PaperWorks Industries Inc,3489.40,88459.90,Not Available,2557.30,Manufacturing/Industrial Plant,60,Not Available,5000 Flat Rock Road,1800,Not Available,530000,2241058.70,203945476.00,,884084504
"2,106,890.80",3856201,19111,7746 Dungan,131.3,402.9,Not Available,62.2,Distribution Center,1,24,7746 Dungan Rd,1964,Not Available,68827,225.2,2173444.00,,884221900
"1,350,411.50",3829105,19103,cathedral ss. peter and paul,29.3,73.7,Not Available,27.3,Worship Facility,1,96,222 n.th st.,1865,Not Available,50000,,14906.40,,772274000
Not Available,3064021,19148,Wells Fargo Center,359.5,12645.60,Not Available,114.5,Other,1,Not Available,3601 South Broad Street,1996,Not Available,825000,41313.40,94464495.50,,788020600
"2,661,357.90",4066664,19106,Independence Seaport Museum,203.1,891.5,Not Available,82.3,Museum,1,Not Available,211 S. Columbus Blvd,1995,Not Available,100383,11698.00,5603892.70,,781052550
Not Available,3644128,19112,Building 611,3.1,28.8,Not Available,1,Non-Refrigerated Warehouse,1,Not Available,1120 Flagship Drive,1942,Not Available,215827,18,214836.60,,788044100
"2,965,366.90",3946509,19123,Corn Exchange,296.5,665.6,Not Available,133.3,Office,1,21,123 Chestnut St,1923,Not Available,50704,6544.70,3795546.30,,883300500
"6,933,538.90",1973980,19153,Shop Rite of Island Avenue,720.1,1884.60,Not Available,306.9,Supermarket/Grocery Store,1,57,2946 Island Avenue,1995,Not Available,59502,1778.20,11326925.60,,882090000
Not Available,3512109,19111,GLC 17120/7254 RISING SUN AVE/PHILADELPHIA/PA,501.3,1187.00,Not Available,159.7,Office,1,1,7254 RISING SUN AVE,1905,Not Available,55539,152,8867231.80,,778655005
"3,113,190.20",3330824,19147,Meredith,107.7,280.6,Not Available,71.7,K-12 School,1,72,725 SOUTH 5TH ST,1930,Not Available,55437,388.4,860635.70,,781485800
"2,109,068.00",3955149,19124,3901 G street,23.4,125.2,Not Available,20.4,Distribution Center,1,Not Available,3901 G street,1950,Not Available,108000,1427.00,98506.50,,884114000
Not Available,4051987,19107,301 Duncan,313.7,679.1,"6,231,027.60",187.8,Medical Office,1,18,301 South 8th st,1959,Not Available,43739,,1982426.60,,883102000
-,3340008,19104,3701 Market St.,794.5,4773.00,Not Available,253,Medical Office,1,1,3701 Market St.,2000,Not Available,140913,5215.90,35655092.90,,883073300
"3,748,838.00",3788696,19107,PA Convention Center Annex,108.7,4201.70,Not Available,37.4,Convention Center,1,Not Available,111 N. Broad Street,2011,Not Available,900000,2758.20,29900120.30,,781020810
"3,321,264.60",3954287,19124,Bachmann Industries,64.4,343.5,Not Available,39.7,Distribution Center,2,Not Available,1400 East Erie Avenue,1950,Not Available,115105,496,1248334.80,,884110150
"37,284,074.50",3773257,19102,Kimmel Center for the Performing Arts,280.8,5330.60,Not Available,148.6,Performing Arts,1,Not Available,300 South Broad Street,2001,Not Available,468307,8516.20,25027115.50,,772727205
Not Available,3643275,19107,Hamilton Building,290.8,1934.00,"8,711,424.20",129.6,Office,1,54,1001 Locust Street,2007,Not Available,232213,3584.70,10126529.40,,771016000
"5,526,085.70",3892839,19140,4000 N American St,129.3,691.6,Not Available,72.6,Police Station,1,Not Available,4000 N American St,1945,Not Available,117105,274.3,2973497.90,,884039000
"1,796,917.80",3637888,19144,ephs realty,59.1,215.3,Not Available,33.9,Non-Refrigerated Warehouse,1,75,5704 musgrave st,1988,Not Available,79516,292.8,895276.00,,884246680
"5,979,122.90",3330815,19148,Fell,154.2,451,Not Available,114.4,K-12 School,1,38,900 W OREGON AVE,1924,Not Available,61000,773.2,996798.70,,781609400
"95,978.00",4094880,19123,Rodeph Shalom,59.9,184.7,Not Available,20,Worship Facility,1,90,615 North Broad St,1927,Not Available,72000,746.5,1341976.40,,771064000
"8,293,036.10",3330852,19132,Rhodes EW,124.1,1021.70,Not Available,70.2,K-12 School,1,16,2900 W CLEARFIELD ST,1972,Not Available,180000,1268.20,4341944.00,,784063000
"1,986,013.00",3778264,19118,"Chestnut Hill College, Sugarloaf Hill",149,335.2,Not Available,73.8,College/University,5,Not Available,9230 Germantown Ave,1929,Not Available,50171,902.5,1716179.70,,775519500
"17,384,833.40",3498649,19116,Washington HS,97.1,1581.50,Not Available,64.6,K-12 School,1,82,10175 BUSTLETON AVE,1962,"132,342.00",346000,7978.00,4842904.10,,786056200
"4,444,836.50",4124173,19148,"IKEA US EAST,LLC 215",118.8,1458.20,Not Available,56.1,Retail Store,1,94,2206 South Columbus Blvd.,2004,Not Available,315000,2894.90,13232889.30,,882241000
"15,703,593.90",3254545,19106,03-1-Philadelphia Head Office,257.6,8675.50,Not Available,95.5,Financial Office,1,43,10 Independence Mall,1976,Not Available,862608,14130.80,58576772.40,,883009505
-,3892826,19137,4301 Delaware Ave Unit A,518.9,1150.30,Not Available,165.2,Other,1,Not Available,4301 Delaware Ave Unit A,1955,Not Available,52000,530,8592617.00,,884211510
"2,438,356.50",3759394,19102,Roman Catholic High School,111.3,388.2,Not Available,56.4,K-12 School,3,81,301 N. Broad Street,1890,Not Available,77500,692.6,1932721.30,,771063000
"5,993,818.90",3687885,19104,National Board of Medical Examiners,296.7,2136.90,Not Available,118.7,Office,1,44,3750 Market Street,1980,Not Available,165000,3559.70,13584738.10,,774688600
"1,185,800.20",3669913,19147,RIVERVIEW PLAZA 17,249.4,836.2,Not Available,89.6,Movie Theater,1,Not Available,1400 S DELAWARE AVE,1992,Not Available,77700,608,5775922.30,,882055250
"6,306,498.30",3790243,19153,Ottens Flavors,319.8,1279.90,Not Available,148.5,Manufacturing/Industrial Plant,1,Not Available,7800 Holstein Avenue,1999,Not Available,90000,3442.70,7058762.70,,884167800
"25,356,151.90",3634188,19104,University of Pennsylvania,379.5,233017.80,"1,486,366,449.00",192.7,Not Available,180,Not Available,3101 Walnut Street,1873,Not Available,13000000,752955.40,993372750.80,,773003010
"2,566,340.90",3681797,19154,Northeast Regional Center,162.5,777.3,Not Available,67.4,College/University,1,Not Available,12901 Townsend Road,1995,Not Available,109110,633.5,4788196.10,,772537500
"2,687,584.10",3893238,19144,La Salle #3 (Connelly Library),161.6,742.2,Not Available,68.6,Library,1,Not Available,2101 W Clarkson St,1988,Not Available,104498,370.6,4477905.40,,776506000
"160,073.70",3798065,19146,crbuilding,66.6,144.8,Not Available,23.3,Retail Store,1,98,1600 Washington Avenue,2008,Not Available,50525,,1018509.30,,884006130
Not Available,3800034,19128,21808-Philadelphia / Ridge AVE,27.3,82,Not Available,8.7,Non-Refrigerated Warehouse,1,98,7571 Ridge Avenue,2000,Not Available,70581,154,612849.80,,884083200
"470,064.10",3983812,19122,NEW TYLER SOA,481.5,5401.50,"22,998,105.30",291.5,College/University,1,Not Available,2020 N. 12th Street,2000,Not Available,233240,3134.80,18512976.30,,777570600
"1,080,509.90",3325356,19104,3600 Market St,234.5,1900.70,Not Available,78.5,Office,1,Not Available,3600 Market St.,1930,Not Available,189262,3016.40,13770067.70,,
"683,892.40",1489392,19104,St. Leonard's Court,183.9,415.8,Not Available,67.3,Office,1,Not Available,3819 Chestnut Street,1985,Not Available,52306,81.5,2834627.50,,773080200
"2,173,594.60",3330987,19125,Kensington HS Health,117.6,300.8,Not Available,63.1,K-12 School,1,40,2445 EMERALD ST,2001,Not Available,56394,261.6,1384940.70,,786121075
Not Available,3892502,19124,Cotswold Group - Hunting Park Plaza,141.4,498.2,Not Available,45,Retail Store,1,86,700 East Hunting Park Avenue,1990,Not Available,82617,158.4,3721369.50,,882050755
Not Available,3683011,19107,12th and Filbert,1159.50,1460.10,"1,713,398.30",405.7,Parking,1,Not Available,1201 Filbert Street,2002,Not Available,316013,7144.70,10057473.90,,883430700
"1,278,799.80",3970728,19133,COFCO - 2200,79.8,200.3,Not Available,40.7,Distribution Center,1,23,2200 NORTH AMERICAN STREET,1986,Not Available,55720,83.2,988564.60,,884080340
"87,492.00",3330751,19124,Marshall J,103.9,373.4,Not Available,76.5,K-12 School,1,48,4500 GRISCOM ST,1909,"3,650,513.90",58450,466,730694.50,,786487800
"2,509,924.10",3594195,19145,#4166 Phil/Oregon Ave,181.3,908.4,Not Available,72.3,Retail Store,1,65,2200 Oregon Avenue,2004,Not Available,114840,853.3,5789870.60,,882245100
Not Available,3776479,19124,Jomar Textiles. Inc.,49.3,197,Not Available,15.7,Other,1,Not Available,5300 Whitaker Ave,1960,Not Available,93650,167.9,1471529.40,,882885808
"101,984.40",3696900,19104,4140 Woodland,103,308.2,Not Available,33.8,College/University,1,Not Available,4140 Woodland Ave,1920,Not Available,70000,285.8,2261739.70,,773499500
"548,843.60",3479103,19104,3615 Market St.,142.1,131,Not Available,62.8,Office,1,Not Available,3615 Market St.,1995,Not Available,20858,96.9,760689.70,,883073200
